"","Pseudomonas.1","Cellvibrio","Pseudomonas.2","Lacunisphaera","Asticcacaulis","Cohnella","Taibaiella","Xylophilus","Leadbetterella","Shinella","Stenotrophomonas","Pleomorphomonas","Bordetella","Nubsella","Achromobacter","Azonexus","Martelella","Youhaiella","Bosea","Pseudaminobacter","Methylophilus","Pseudomonas","Kaistia","Dysgonomonas","Neorhizobium","Devosia","Rhodopseudomonas","Mesorhizobium","Afipia","Microbacterium","Dokdonella","Pigmentiphaga","Christensenellaceae R-7 group","Pusillimonas","Parapedobacter","Kurthia","Terrimonas","Sphingopyxis","Ellin6055","Phenylobacterium","Flavobacterium","Succinivibrionaceae UCG-001","Rummeliibacillus","Kosakonia","Enterococcus","Herbaspirillum","Succinivibrionaceae UCG-002","Prevotella","Eoetvoesia","Fibrobacter","Solibacillus","Cellulomonas","Succiniclasticum","Rikenellaceae RC9 gut group","Klebsiella","Acinetobacter","Peptoclostridium","Weissella","Bacillus","Sporosarcina","Sphingobacterium","Saccharofermentans","Rhodococcus","Prevotella_7","Pseudobutyrivibrio","Orrella","Oligotropha","Aerococcus","Alcaligenes","Lactococcus","Caryophanon","Nocardioides","Sphingomonas","Chishuiella","Staphylococcus","Brachybacterium","probable genus 10","Butyrivibrio","Prevotellaceae YAB2003 group","Oceanobacillus","Lachnospiraceae UCG-006","Providencia","NK4A214 group","Moheibacter","Prevotella_9","Thermomonas","Ruminobacter","Nocardiopsis","Lachnospiraceae NK3A20 group","Prevotellaceae UCG-003","Lachnospiraceae XPB1014 group","Methanobrevibacter","Anaerovorax","[Eubacterium] ruminantium group","CPla-4 termite group","SP3-e08","Trabulsiella","Flexilinea","Brevundimonas","Luteimonas","Prevotellaceae UCG-001","Streptomyces","Sharpea","Megasphaera","[Eubacterium] ventriosum group","Faecalibacterium","Plot4-2H12","Lysobacter","Clostridium sensu stricto 1","Raoultibacter","UCG-004","Candidatus Methanomethylophilus","Porphyromonas","Cloacibacterium","Desulfovibrio","Acetitomaculum","Anaeroplasma","Oscillibacter","Treponema","Lachnospiraceae AC2044 group","Lachnospiraceae ND3007 group","UCG-001","Lachnospiraceae UCG-009","Mogibacterium","UCG-002","Oribacterium","Succinimonas","Allobaculum","Advenella","Coprococcus","Paenibacillus","Prevotellaceae NK3B31 group","[Eubacterium] xylanophilum group","Pajaroellobacter","Vulgatibacter","Enterorhabdus","Sutterella","Syntrophococcus","Blautia","Lachnospiraceae UCG-001","Erysipelotrichaceae UCG-009","UCG-005","Prevotellaceae Ga6A1 group","Acholeplasma","Papillibacter","Ruminococcus","Psychrobacter","Candidatus Udaeobacter","Synergistes","Atlantibacter","Acidothermus","Elusimicrobium","Mailhella","[Anaerorhabdus] furcosa group","Tyzzerella","Shuttleworthia","[Ruminococcus] gauvreauii group","Termite Treponema cluster","Endomicrobium","Candidatus Saccharimonas","Lachnospira","Prevotellaceae UCG-004"
"2G_A_6",0.735760252182629,0.000697279158616482,0.219003762402127,0.000276006333619024,0.00659509870858089,0.00151077151033571,0.00984906811545781,0.00403840846032046,0.00013073984224059,0,0.0061302459361699,0.000406746175859614,0.00611571928703206,0.00344281584566888,0,0,8.71598948270602e-05,0.000246953035343337,0.000348639579308241,0.00209183747584945,0.000116213193102747,0.000915178895684133,0.000421272824997458,0.00114760528188963,0,0,0,0,0,0.000188846438791964,0,0,8.71598948270602e-05,0,0,7.26332456892169e-05,0,0,0,0,5.81065965513735e-05,0,0,0,0,0,0,0.000145266491378434,0,8.71598948270602e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90532982756867e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_A_7",0.782415688669779,0.00114523799136163,0.163267309454212,0,0.00452641682300074,0.00231229003970158,0.0175057807250993,0.00429736922472842,0.000229047598272327,0.000119977313380743,0.0049299768770996,0.000294489769207277,0.00862745953492431,0.00271585009380044,0.000174512455826535,0,0,0.000458095196544653,0.000599886566903713,0.00325029448976921,8.72562279132673e-05,0.00118886610531827,0.000501723310501287,0.000523537367479604,0,0,5.45351424457921e-05,0,0,0.000501723310501287,0,0,7.63491994241089e-05,0,3.27210854674752e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.36281139566337e-05,0,3.27210854674752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27210854674752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_B_3",0.774258227848101,0.000283544303797468,0.188253164556962,0,0.0106329113924051,0.00180253164556962,0.00702784810126582,0.000810126582278481,0,0.00020253164556962,0.00164050632911392,0.00030379746835443,0.00789873417721519,0.00403037974683544,0.000546835443037975,0,0,0.000141772151898734,0.000222784810126582,0.00111392405063291,0.000121518987341772,0,0,0.000526582278481013,0,0,0,0,0,0.000182278481012658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_B_4",0.714386776003109,0.000777178840807867,0.219383637396252,0.000159421300678537,0.0136006297141377,0.00304893237547702,0.0107908292896785,0.00192301943943485,0.000119565975508903,0.000488227733328019,0.00426451979315086,0.000597829877544513,0.0149656746011977,0.00643663501489593,0.00301904088159979,0,0,0.000249095782310214,0.000926636310193996,0.00239131951017805,0.000388589420403934,0,0.000767215009515459,0.000926636310193996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98553251696342e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98914938772257e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_B_6",0.733072329370163,0.00146138163710827,0.223537265231746,0.000613419452613347,0.00976058599599473,0.00221913507857181,0.00985079473902611,0.000559294206794522,5.41252458188248e-05,0.00010825049163765,0.00205675934111534,0.000198459234669024,0.00846158009634294,0.00261605354790986,0.00135313114547062,0,0,0.000162375737456474,0.000577335955400797,0.00167788262038357,9.02087430313746e-05,0,0.000306709726306674,0.000180417486062749,0,0,0,0,0,0.000216500983275299,0,0,0.000126292240243924,0,5.41252458188248e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.60834972125498e-05,0,0,0,0,0,3.60834972125498e-05,0,0.00010825049163765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41252458188248e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_B_7",0.710851741101572,0.000482299604514324,0.235140349184914,7.71679367222919e-05,0.0077071476801389,0.00255618790392592,0.0131281952348799,0.00102247516157037,0.000221857818076589,0.000202565833896016,0.00348220314459342,0.00052088357287547,0.0124626217806501,0.00333751326323912,0.00185203048133501,0,0,0.000482299604514324,0.000819909327674351,0.00274910774573165,0.000135043889264011,0.00110928909038295,0.000318317738979454,0.00052088357287547,0,0,0,0,0,0.00054982154914633,0,0.000115751905083438,0,0,0.000154335873444584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_C_2",0.730802729931752,0.000571985700357491,0.235242118947026,0.000259993500162496,0.00365290867728307,0.00129996750081248,0.00750081247968801,0.00713682157946051,0,0,0.00241793955151121,0.000181995450113747,0.00496587585310367,0.00159896002599935,0.000363990900227494,0,0,0,0.000441988950276243,0.00189795255118622,9.09977250568736e-05,0.00120896977575561,0.000142996425089373,0.000220994475138122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_C_3",0.785892017852206,0.000329133588740998,0.18573666679832,0,0.00273839145832511,0.00113221954526903,0.00759640322814224,0.00572692444409337,6.58267177481996e-05,0,0.00219861237278987,0,0.00331766657450926,0.00181681740985031,0.000263306870992799,0,0.000131653435496399,0,0.000434456337138118,0.00192214015824743,9.21574048474795e-05,0,0.000250141527443159,0.000144818779046039,0,0,0,0,0,7.89920612978396e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_C_4",0.732866074628649,0.000796463701166819,0.228425789494644,0,0.00308629684202142,0.00111504918163355,0.0108916411134563,0.00746684719843893,0.000199115925291705,0,0.00312612002707977,0.000139381147704193,0.00523674883517184,0.00205089403050456,0.000438055035641751,0,0.000159292740233364,0,0.000696905738520967,0.00223009836326709,0.000199115925291705,0,0.000318585480466728,0.000457966628170921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_C_6",0.700087319902701,0.000405413833967442,0.233175325890351,0.000374228154431485,0.00723507765234204,0.0013097985405102,0.0193351213122934,0.0111956589534086,0.000280671115823614,0,0.00633069294579929,0,0.00916858978357138,0.00302501091498784,0.00074845630886297,0,0,0.000405413833967442,0.00115387014283041,0.00290026819684401,0.000436599513503399,0,0.000717270629327013,0.00074845630886297,0,0,0,0,0,0.000405413833967442,0,0,0,0,0,0,0,9.35570386078713e-05,0,0,0,0,0,0,0,0,0,0.000124742718143828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35570386078713e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23713590719142e-05,0,9.35570386078713e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_C_7",0.772116450477431,0.00305322728068299,0.179479201104607,0.000836234223371774,0.00221699305731122,0.00141965344897999,0.0157912137064623,0.00752610801034597,0.000369498842885203,0.000155578460162191,0.00182804690690574,0,0.00600921802376461,0.00268372843779779,0.000311156920324381,0,0,0.000194473075202738,0.000369498842885203,0.00231422959491258,0.000136131152641917,0.00159467921666245,0.000350051535364929,0.000369498842885203,0,0,0,0,0,0.000136131152641917,0,0.000116683845121643,0.000116683845121643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88946150405476e-05,0,0,0,0,0,3.88946150405476e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88946150405476e-05,0,0,0,0,0,0,9.72365376013691e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88946150405476e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72365376013691e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_D_2",0.713110218222939,0.000264658470274042,0.257344272550105,0,0.000409017635878065,0.000601496523350095,0.0115487332483218,0.000216538748406034,4.81197218680076e-05,0.000336838053076053,0.00175636984818228,0,0.00685706036619108,0.00459543343839473,0.000457137357746072,0,0,0,0.00120299304670019,0.000312778192142049,0,0,0.00050525707961408,0.000240598609340038,0,0,0,0,0,0.00019247888747203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_D_3",0.625362721491634,0.000401308884361301,0.347703278384886,0,0.000262394270543928,0.00111131691053899,0.00964684818176205,7.71747854540964e-05,7.71747854540964e-05,0.000138914613817374,0.00160523553744521,0,0.00597332839414706,0.00416743841452121,0.000447613755633759,0,0,0,0.00174415015126258,0.000601963326541952,7.71747854540964e-05,0,0.000401308884361301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_D_4",0.606712544868424,0.00028578614051533,0.362113902924164,0,0.000205766021171037,0.00101739866023457,0.00889366469283706,0.000148608793067971,8.00201193442923e-05,6.85886737236791e-05,0.00148608793067971,0,0.00817348361873843,0.00490409017124306,0.000617298063513112,0,0,0,0.00184046274491872,0.000388669151100848,0,0.00240060358032877,0.000297217586135943,0,0,0,0,0,0,0.00028578614051533,0,8.00201193442923e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_D_5",0.640752096108122,0.0216180703291203,0.289043924414967,0.000109498185458641,0.0098079088975097,0.0051151295207108,0.0130615692654236,0.000437992741834564,0.00117319484419972,0.000484920535602553,0.00161118758603429,0.00015642597922663,0.00550619446877737,0.00362908271805782,0.000594418721061194,0,0,0.000172068577149293,0.00046927793767989,0.000688274308597172,0.000250281566762608,0.00370729570767113,0.000578776123138531,0.000140783381303967,0,0,0,0,0,0.00031285195845326,0,0,0,0,0,0,0,0,0,0,0.000187711175071956,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8212989613315e-05,9.3855587535978e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_D_6",0.718562280684364,0.000674054836343451,0.239963521738268,0.000515453698380286,0.00172478737534942,0.00144723538391388,0.0137388235760592,0.000475803413889495,0,0.000118950853472374,0.00473820899664955,0.000277551991435539,0.00874288773021946,0.00380642731111596,0.000693879978588846,0,0,0.000337027418171725,0.000654229694098055,0.000594754267361868,0.000218076564699352,0.000138775995717769,0.000674054836343451,0.000515453698380286,0,0,0,0,0,0.000396502844907912,0,0,9.91257112269781e-05,0,0,0.000337027418171725,0,0,0,0,0.00031720227592633,0,0,0,0.000118950853472374,0,0,3.96502844907912e-05,0,0,0,0,0,3.96502844907912e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96502844907912e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_D_7",0.624678512404776,0.000312930891168504,0.333281178184805,8.80118131411416e-05,0.000449838156054724,0.0021122835153874,0.0147957636980608,0.000107569993839173,0.000185802716631299,0.000117349084188189,0.00207316715399134,0,0.00884029767551022,0.0071485150451305,0.000704094505129133,0,0,0.000244477258725393,0.000938792673505511,0.00134951446816417,0.00020536089732933,0.000929013583156495,0.000645419963035038,0.000234698168376378,0,0,3.91163613960629e-05,0,0,0.00045961724640374,0,5.86745420940944e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_E_2",0.709289834891585,0.000278496120946887,0.258444400238711,0.000172402360586168,0.000649824282209403,0.00241363304820635,0.00876599694980439,6.63086002254492e-05,0.000106093760360719,0,0.00250646508852198,7.95703202705391e-05,0.00596777402029043,0.00677673894304091,0.000583515681983953,0,0,0,0.00125986340428354,0.00088853524302102,0,0.00103441416351701,0.000198925800676348,0.000172402360586168,0,0,0,0,0,0.000305019561037066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_E_4",0.665629651931022,0.00120427517687792,0.263552277250907,0.000334520882466088,0.00242527639787914,0.00511816950173115,0.0233495575961329,0.000167260441233044,0.00015053439710974,0.000117082308863131,0.00441567564855236,0.000200712529479653,0.0127786977102046,0.0153043303728235,0.00123772726512453,0,0,0,0.00083630220616522,0.00123772726512453,0.000167260441233044,0,0.000618863632562263,0.000284342750096175,0,0,0,0,0,0.000334520882466088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01781323699132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01781323699132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34520882466088e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_E_5",0.676334573238162,0.0233068596896887,0.250846151268389,0.000536175061157468,0.0101370597500084,0.00490935290372307,0.00973492845414028,0.000854529003719714,0.000904795415703227,0.000619952414463322,0.00338460507355652,0,0.00784156026942797,0.00568010455413693,0.00056968600247981,0,0,0.000217821118595221,0.00077075165041386,0.000753996179752689,0.000268087530578734,0.00117288294628196,0.000351864883884588,0.000368620354545759,0,0,0,0,0,0.000217821118595221,0,8.37773533058544e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02664119835126e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02664119835126e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_E_6",0.637823371989295,0.000628497283269808,0.312505068526478,0.000243289270943151,0.00141918741383505,0.00237207039169573,0.0141107777147028,0.000263563376855081,0.000243289270943151,0.000121644635471576,0.00439948098288865,0.000121644635471576,0.0104817127564674,0.00772443435244506,0.000729867812829454,0,0,0,0.00148000973157084,0.00182466953207364,8.10964236477171e-05,0.00182466953207364,0.000344659800502798,0.000162192847295434,0,0,0,0,0,0.000547400859622091,0,0,0.000121644635471576,0,0,0,0,0,0,0,0.000121644635471576,0,0,0,0,0,0,8.10964236477171e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10964236477171e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05482118238586e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2G_E_7",0.614011495283348,0.000508023787466754,0.34233830399745,0,0.000408411280120332,0.00349639900785943,0.0150414886093098,0,9.96125073464224e-05,0.000159380011754276,0.00289872396378089,4.98062536732112e-05,0.00572771917241929,0.00792915558477523,0.000846706312444591,0,4.98062536732112e-05,0.000169341262488918,0.000986163822729582,0.00178306388150096,7.96900058771379e-05,0.00207194015280559,0.000318760023508552,0.000278915020569983,0,0,0,0,0,0.000438295032324259,0,0.000109573758081065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98837522039267e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139457510284991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_A_1",0.00302924385413026,0.679715717115228,0.0530311856771137,0.00151462192706513,0.104800186415006,0.0991300633034293,0,0.0142335624684454,0.0120198842673502,0.00961202376791332,0.00118451201988427,0.00023301875801002,0.00176705891490932,0,0.00335935376131112,0,0.00460212047069789,0.00203891413258767,0.00023301875801002,0.000194182298341683,0.00372830012816032,0,0.000310691677346693,0,0.000970911491708416,0.000543710435356713,0.000388364596683366,0,0.000407782826517535,0,0,9.70911491708416e-05,0.000271855217678356,0.000155345838673347,0.000135927608839178,0,0,0,0,0,0,0,0.000135927608839178,0,0,0,0,9.70911491708416e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76729193366733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76729193366733e-05,7.76729193366733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76729193366733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88364596683366e-05,3.88364596683366e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3C_A_2",0.00299421495073669,0.626559251559252,0.0307443731356775,0.00124288167766429,0.138524812437856,0.11916975503932,0,0.0213436680827985,0.0162139564313477,0.0116152942239899,0.00316369881587273,0.000474554822380909,0.00163834402964838,0,0.00268914399349182,0,0.00586414173370695,0.00416930308234656,0.00025987525987526,0.000101690319081623,0.00307330742113351,0.000214679562505649,0.00123158275332188,0,0.00141236554280033,0.00116378920726747,0.000463255898038507,0.000282473108560065,0.0013219741480611,0,0,0.00030507095724487,2.25978486848052e-05,0.000180782789478442,3.38967730272078e-05,0,0,0.000101690319081623,0.000112989243424026,0,4.51956973696104e-05,0,0,0,6.77935460544156e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146886016451234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38967730272078e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25978486848052e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
